,nodes,lyapunov,D_inf
0,"[4, 5, 6, 7, 8, 9, 10, 11]","[np.float64(-0.23638885154002484), np.float64(-0.02741234406380409), np.float64(-0.10669143374700599), np.float64(-0.11744932059367963), np.float64(-0.2956151519252194), np.float64(-0.2138907386455639), np.float64(-0.1856530779209673), np.float64(-0.30572119268572207)]","[np.float64(8.970316219046135e-13), np.float64(1.1211084089311969e-15), np.float64(2.5776308534855595e-13), np.float64(3.500036849302261e-13), np.float64(1.5437823491068019e-13), np.float64(1.9784359310602694e-13), np.float64(2.934376212332006e-13), np.float64(2.1974385462496697e-13)]"
